Age,Annual_Income,Loan_Amount,Years_Employed,Dependents,Credit_History,Risk_Flag
44,143379,24641,3,0,Yes,0
24,87445,31211,27,4,No,1
49,55198,10133,10,1,Yes,0
58,36924,48236,26,0,Yes,1
41,105550,20686,2,1,No,0
46,56660,14543,24,3,Yes,0
35,119811,31192,35,1,Yes,0
60,36208,22426,25,3,Yes,0
39,110998,27050,6,1,Yes,0
42,84334,44346,29,4,Yes,0
58,80695,35754,11,4,Yes,0
61,112529,4860,1,1,Yes,0
64,92216,26443,23,4,Yes,0
53,40108,13876,28,1,Yes,0
62,54980,33969,4,0,No,1
39,137463,34062,3,3,Yes,0
47,144983,1535,18,0,Yes,0
39,110485,39546,18,2,Yes,0
25,21225,8691,9,2,Yes,0
54,129864,20941,25,3,Yes,0
39,116085,41404,22,1,Yes,0
19,34481,30997,30,0,Yes,1
37,134780,7774,36,0,Yes,0
33,92008,16525,28,2,Yes,0
46,136308,3590,23,2,Yes,0
50,124531,19735,7,1,Yes,0
33,77619,25274,38,0,No,0
36,42024,3339,7,1,Yes,0
42,108678,44835,19,1,No,1
21,33844,21115,37,3,Yes,0
35,148633,47735,28,2,Yes,0
41,121799,10864,7,4,Yes,0
27,144459,20623,9,2,No,0
37,122439,42745,16,2,No,1
43,66303,6120,22,4,Yes,0
38,27942,17447,25,4,Yes,0
33,70430,12811,31,2,Yes,0
49,109848,31387,34,3,Yes,0
33,137472,33615,27,1,Yes,0
50,100249,13222,1,1,Yes,0
50,123088,2150,3,4,Yes,0
30,89868,29602,16,1,Yes,0
34,29395,39377,9,2,No,1
61,30247,30980,24,4,Yes,1
27,20944,34308,10,3,Yes,1
19,91979,2595,32,1,Yes,0
20,72756,42356,15,4,No,1
19,117919,8975,39,1,Yes,0
34,138977,26852,5,4,Yes,0
55,78905,40311,15,2,Yes,0
60,63148,49627,19,1,No,1
41,74479,30654,13,2,Yes,0
44,125431,32246,31,1,Yes,0
43,44111,34124,8,1,Yes,0
42,91947,34301,27,2,Yes,0
33,114890,13738,18,2,Yes,0
54,32043,44862,35,0,Yes,1
45,94716,27245,30,4,Yes,0
47,144444,28246,16,1,Yes,0
35,126988,39217,25,1,Yes,0
23,118383,23487,22,4,No,0
42,44399,9566,18,2,Yes,0
29,135869,49322,36,4,Yes,0
19,56244,24758,5,2,Yes,0
55,129071,32644,20,1,Yes,0
22,83116,2522,9,0,Yes,0
45,112969,48984,7,0,No,1
57,129750,35892,38,2,Yes,0
28,106058,24696,6,3,Yes,0
53,133843,4314,15,1,Yes,0
33,71284,19815,8,1,Yes,0
63,58773,8398,22,1,Yes,0
23,68408,42553,11,4,Yes,0
18,45530,39458,7,1,No,1
53,137505,9158,29,4,Yes,0
32,106135,26844,23,0,Yes,0
46,23017,35256,26,2,Yes,1
35,38298,28341,10,1,Yes,0
49,140591,22387,12,3,No,0
61,113430,48125,31,4,Yes,0
30,104814,43368,23,1,Yes,0
20,139398,26992,1,2,No,1
48,143182,41316,30,3,Yes,0
48,85049,21221,32,4,Yes,0
51,39642,46609,18,2,Yes,1
39,134780,7023,25,3,Yes,0
47,110027,22971,27,3,Yes,0
50,50932,49029,26,2,Yes,0
57,76289,1569,3,0,Yes,0
23,47484,13366,36,3,No,0
20,143911,22803,27,0,Yes,0
22,58598,11273,35,0,Yes,0
44,88306,13872,12,0,Yes,0
26,45411,37733,9,1,No,1
51,97810,2249,14,1,Yes,0
41,129572,43844,22,1,Yes,0
57,55233,3234,17,0,Yes,0
58,117819,34178,35,0,Yes,0
38,88476,43965,32,3,No,1
51,36246,41320,34,4,Yes,1
29,53746,21556,23,4,Yes,0
45,27248,45494,7,2,Yes,0
45,69613,45280,35,4,Yes,0
45,85629,12419,28,4,No,0
53,32809,32368,4,2,Yes,1
48,119714,18314,26,2,Yes,0
40,39547,30535,12,3,No,1
57,139066,24040,26,0,Yes,0
39,124162,47576,31,3,Yes,0
25,78481,43510,10,0,No,1
33,21115,48288,22,1,Yes,1
35,27501,9005,13,3,Yes,0
64,134426,31783,8,3,No,1
23,45287,27720,13,4,Yes,0
56,123845,37190,25,0,Yes,0
18,51533,18829,1,0,Yes,0
41,145022,43044,15,2,Yes,0
35,65520,42457,28,2,Yes,0
38,92908,34381,27,3,Yes,0
30,39416,46871,34,2,Yes,1
25,146350,35501,19,4,Yes,0
47,128139,34945,12,1,Yes,0
58,37693,31049,19,0,Yes,1
48,85908,25298,17,4,Yes,0
48,143844,37088,37,1,Yes,0
52,36772,1153,12,3,Yes,0
50,81358,18422,24,0,Yes,0
34,43397,48941,23,0,Yes,0
58,98182,8127,16,3,Yes,0
61,48314,35111,6,1,Yes,0
42,94135,20464,33,3,Yes,0
63,120916,31083,32,2,Yes,0
33,136737,46733,3,1,Yes,0
38,47757,14383,26,2,No,0
43,94965,3792,23,3,Yes,0
37,33200,32230,24,4,Yes,1
20,74306,21013,15,3,No,0
62,37116,41201,38,0,Yes,1
30,24288,20207,0,1,Yes,1
55,99390,22415,18,1,Yes,0
47,23098,14714,37,1,Yes,0
32,53758,8946,2,0,Yes,0
30,106491,33731,14,3,Yes,0
42,104720,32385,27,3,Yes,0
34,33280,27290,26,1,Yes,0
29,68380,38323,25,4,Yes,0
20,95257,24664,35,3,Yes,0
64,23688,27315,23,4,No,1
40,36820,39941,4,1,Yes,1
48,141970,37641,28,1,No,1
49,122320,44578,9,1,Yes,0
18,33280,38554,38,0,Yes,1
24,58492,34500,18,3,Yes,0
32,57594,21381,2,2,Yes,0
56,104238,33822,35,3,Yes,0
47,56126,14472,6,3,Yes,0
43,48180,42713,5,1,Yes,0
41,117285,13078,27,0,Yes,0
40,141747,8709,2,4,Yes,0
22,110918,28539,4,2,Yes,0
20,136452,34000,31,4,Yes,0
48,28859,8159,11,1,Yes,0
26,40951,36098,3,3,Yes,0
63,121124,42607,38,3,Yes,0
56,46470,16026,33,4,Yes,0
62,30857,30046,3,0,Yes,1
18,85898,37694,29,2,Yes,0
57,123912,36550,9,2,No,1
43,55481,5533,4,2,No,0
34,31640,42994,13,0,No,1
51,102799,34053,33,2,Yes,0
53,28584,14982,6,0,Yes,0
25,25355,22972,7,2,Yes,0
21,26928,44667,32,1,No,1
37,33418,5629,27,3,Yes,0
54,103346,3802,33,3,Yes,0
21,93079,2601,9,1,Yes,0
30,83083,6499,34,0,Yes,0
58,82248,49366,34,2,Yes,0
23,142856,10971,35,3,Yes,0
45,33919,21978,23,1,Yes,0
52,107502,22618,32,0,Yes,0
45,54269,2325,21,1,Yes,0
23,146228,48349,19,4,Yes,0
31,101008,32288,24,0,No,1
27,112510,12434,2,1,Yes,0
41,39154,36003,6,3,Yes,0
47,74380,32419,2,4,Yes,0
27,104117,7547,26,1,Yes,0
64,58138,28437,5,1,Yes,0
52,107329,15724,32,4,Yes,0
28,88173,34996,19,3,No,1
49,51958,4646,22,4,Yes,0
57,142087,38982,4,3,Yes,0
39,31319,7109,13,4,Yes,0
34,111003,3600,37,0,Yes,0
24,75916,46177,17,3,Yes,0
25,99478,24655,12,0,Yes,0
56,97173,4345,9,4,Yes,0
43,69862,20749,31,0,Yes,0
50,24642,45677,28,3,Yes,1
31,82982,12253,17,1,Yes,0
43,22670,17937,25,3,Yes,0
49,97000,36120,24,1,Yes,0
27,64361,22483,6,2,Yes,0
51,122657,17909,4,2,Yes,0
20,128806,27447,27,1,Yes,0
26,29475,2989,26,2,Yes,0
35,105078,49392,39,2,Yes,0
54,108016,3998,29,0,Yes,0
28,123627,42646,2,4,Yes,0
37,43765,47011,30,4,Yes,0
45,145224,46378,11,1,Yes,0
61,72134,32665,0,0,Yes,1
37,116368,19069,0,2,Yes,0
52,88945,32217,10,0,Yes,0
53,54948,37806,32,3,Yes,0
60,37273,24560,10,2,Yes,0
34,29304,14872,38,4,Yes,0
52,36447,16372,10,4,Yes,0
18,77632,16577,14,3,No,0
18,38909,38666,24,3,Yes,1
49,144798,22355,15,4,Yes,0
52,148517,23110,31,4,Yes,0
59,70110,31868,1,0,Yes,1
61,24535,4538,15,0,No,1
58,110068,10106,27,1,Yes,0
30,43396,32533,1,3,No,1
35,116771,2556,9,4,Yes,0
21,113709,15674,12,3,No,0
23,73609,42876,17,0,Yes,0
34,77730,46452,33,3,Yes,0
54,59477,47515,19,1,No,1
58,30532,23437,0,2,No,1
55,68239,13017,9,4,Yes,0
34,57116,39297,8,0,No,1
53,33470,21721,3,3,No,1
57,52210,41539,26,4,Yes,0
19,109627,31451,4,3,Yes,0
58,67109,4477,36,1,Yes,0
59,105548,18399,17,1,No,0
28,43246,1079,13,0,No,0
63,24429,6502,19,1,No,1
28,137725,30851,4,2,No,1
23,101998,11298,28,3,No,0
52,54493,5758,7,1,Yes,0
20,107238,19883,29,1,Yes,0
37,144354,2847,20,3,Yes,0
34,40875,4784,24,2,No,0
39,55249,20023,30,0,Yes,0
18,75162,9444,24,3,Yes,0
55,43533,10593,39,3,Yes,0
25,86098,22305,24,2,No,0
30,62185,19404,37,3,Yes,0
44,108090,12160,19,3,Yes,0
46,120560,39795,10,2,Yes,0
33,74081,34782,33,1,Yes,0
28,39689,40421,34,2,Yes,1
54,35305,34002,2,4,Yes,1
32,33698,15413,6,3,No,1
42,86330,37201,39,3,No,1
29,57886,2132,29,3,Yes,0
29,34178,5793,20,3,Yes,0
31,23060,24233,23,1,Yes,0
43,128807,34706,16,3,No,1
61,71943,5886,21,4,No,0
58,87173,25502,21,1,Yes,0
59,112167,34723,10,0,Yes,0
43,108540,20420,2,2,No,0
50,133489,6156,20,0,Yes,0
58,114682,16740,3,3,Yes,0
44,129762,25838,38,4,No,0
32,27750,46785,18,4,Yes,1
18,51115,48872,8,1,Yes,0
22,86169,45700,20,4,Yes,0
53,73533,14722,39,0,Yes,0
53,95706,39384,7,4,Yes,0
48,68586,42541,39,1,Yes,0
47,61435,33632,22,0,Yes,0
51,143254,19146,3,1,Yes,0
53,124509,48295,37,1,Yes,0
48,34026,9623,36,4,No,1
54,102665,27913,20,3,Yes,0
38,73214,40047,14,1,Yes,0
36,114266,18956,1,0,Yes,0
49,34035,7706,13,1,No,1
53,83165,27998,0,4,No,1
29,34877,47221,18,1,Yes,1
35,147236,7444,31,1,Yes,0
18,42559,19317,39,2,Yes,0
53,71667,29140,3,1,Yes,0
56,140730,37973,13,4,Yes,0
59,72181,12324,9,3,No,0
50,34434,37343,34,2,Yes,1
47,130551,44517,26,4,Yes,0
22,116299,18070,37,0,No,0
33,78813,36855,27,3,Yes,0
58,26929,37907,13,0,Yes,1
43,73740,17926,14,2,No,0
59,47371,47517,33,1,Yes,0
42,43634,18585,39,1,No,0
38,20260,10213,31,1,No,1
36,43703,16451,7,0,Yes,0
47,71574,37440,5,3,Yes,0
54,67850,5838,23,0,Yes,0
33,21725,19595,21,2,Yes,0
34,31672,35720,26,2,Yes,1
20,97681,10913,24,3,Yes,0
55,141284,45250,15,4,Yes,0
64,83146,7073,33,2,Yes,0
58,128654,2168,28,3,Yes,0
27,132076,28604,25,1,Yes,0
46,30236,14262,34,4,Yes,0
36,146991,35974,18,1,Yes,0
50,66069,26493,39,1,Yes,0
43,115930,32090,26,0,Yes,0
38,111715,49316,28,0,No,1
43,50399,33750,2,1,Yes,0
51,29859,30593,30,0,Yes,1
54,34235,40284,19,2,Yes,1
49,50985,28312,38,0,Yes,0
19,111801,34159,10,2,Yes,0
51,128675,21140,32,3,Yes,0
26,78528,42562,27,0,Yes,0
46,149188,29936,5,2,Yes,0
51,42286,46984,27,4,Yes,0
43,52161,16600,10,3,Yes,0
43,34439,43065,24,1,No,1
43,112643,17333,14,3,Yes,0
63,123565,36545,30,4,Yes,0
25,61542,18332,5,0,Yes,0
32,98616,15316,13,0,Yes,0
43,118848,6902,35,4,Yes,0
25,73175,22329,7,3,Yes,0
42,22994,3774,28,0,Yes,0
35,77396,17122,32,1,Yes,0
37,33621,11911,2,4,Yes,0
34,118580,27093,10,2,Yes,0
60,29230,25512,9,4,Yes,0
49,82708,45637,6,0,Yes,0
23,58097,33322,0,4,Yes,1
64,133793,41928,16,1,Yes,0
34,85464,14043,4,2,Yes,0
21,122055,29291,11,0,Yes,0
54,89306,16764,25,2,Yes,0
24,126734,8756,6,1,No,0
58,147015,43530,5,2,No,1
43,51285,16210,4,3,Yes,0
51,138037,11905,30,3,No,0
20,111713,4372,5,1,Yes,0
20,62459,12440,12,0,Yes,0
43,53766,19132,21,2,Yes,0
54,145612,17623,37,2,Yes,0
50,32120,28188,31,3,Yes,0
33,115494,39911,0,4,Yes,1
49,26829,14859,18,0,No,1
44,62000,21064,33,4,Yes,0
35,48924,29864,33,4,Yes,0
47,120721,44583,5,1,Yes,0
25,104105,41540,22,2,Yes,0
25,106555,12164,35,4,Yes,0
60,93527,6454,3,0,No,0
27,25310,7251,20,4,Yes,0
39,149269,19405,10,1,Yes,0
59,96464,47760,3,4,Yes,0
56,35739,38419,10,4,Yes,1
50,31695,1792,17,2,Yes,0
46,120990,21429,34,0,Yes,0
56,148305,34365,26,3,Yes,0
52,73276,15162,15,0,Yes,0
30,81707,28125,37,4,Yes,0
41,27425,42168,7,1,Yes,1
23,20799,15923,20,2,Yes,0
20,108367,31649,1,3,Yes,1
28,103127,5318,21,4,No,0
25,51007,26195,17,1,Yes,0
26,145497,49850,6,2,Yes,0
26,110815,5600,8,1,No,0
53,103609,8056,31,1,Yes,0
45,124910,14102,21,4,Yes,0
45,73013,32460,5,4,Yes,0
46,140718,22164,9,3,Yes,0
19,124239,24102,21,3,Yes,0
64,125372,24808,27,2,Yes,0
21,140864,25619,34,1,No,0
25,84555,49086,38,2,Yes,0
20,145800,22792,11,2,No,0
26,131860,6830,9,4,Yes,0
18,73072,1937,23,0,Yes,0
27,88879,11301,7,1,No,0
51,141692,22830,37,2,Yes,0
25,102598,27282,3,2,Yes,0
28,80562,6446,25,3,Yes,0
41,86404,24009,0,2,Yes,0
57,82513,5746,12,3,Yes,0
46,42072,22977,36,3,Yes,0
24,57695,25946,22,1,Yes,0
53,37349,34580,24,0,Yes,1
53,66281,34674,3,3,No,1
61,99422,49070,37,4,Yes,0
27,52806,45867,8,3,Yes,0
39,59770,36255,5,0,No,1
51,34817,25623,14,4,Yes,0
42,148885,29014,28,0,Yes,0
60,59749,3118,24,4,Yes,0
42,63201,12074,8,0,Yes,0
64,135762,5487,39,2,Yes,0
64,70604,10196,8,3,Yes,0
36,142434,42705,13,2,Yes,0
56,134462,23030,15,4,Yes,0
29,64308,25967,17,4,No,0
44,146347,20954,3,2,Yes,0
55,90320,8445,37,0,Yes,0
44,137067,16272,11,2,Yes,0
49,69984,41204,18,2,Yes,0
36,36238,15464,20,3,Yes,0
41,143699,32023,39,0,Yes,0
33,55774,2983,34,1,Yes,0
26,146115,41910,8,2,No,1
42,105279,43424,14,1,Yes,0
25,100221,39476,34,1,Yes,0
35,149858,10947,28,2,Yes,0
47,50314,5033,5,0,Yes,0
58,23657,49266,4,0,Yes,1
39,62261,23760,14,0,Yes,0
32,38228,10952,25,2,Yes,0
50,80010,45789,39,3,No,1
38,59851,17457,37,2,Yes,0
29,58031,2242,0,2,Yes,0
21,69262,47032,29,3,Yes,0
41,70646,48373,35,2,No,1
44,137985,7881,27,1,Yes,0
32,62120,3632,30,2,No,0
36,113382,21530,38,0,Yes,0
59,48930,4376,32,3,No,0
41,130228,11327,21,4,Yes,0
40,123835,36862,38,4,Yes,0
19,40455,17756,8,1,Yes,0
20,53298,47217,3,2,Yes,0
63,106153,20903,27,3,Yes,0
59,80263,32832,4,4,Yes,0
45,35782,21836,11,3,Yes,0
37,93588,11114,13,1,No,0
36,123424,46638,36,1,Yes,0
43,91792,15227,16,4,Yes,0
41,24922,12465,16,1,Yes,0
49,53948,3766,3,3,Yes,0
18,131052,46706,3,3,Yes,0
53,56427,40042,16,4,Yes,0
42,84222,2250,26,4,Yes,0
18,47114,30481,20,0,Yes,0
43,123193,46311,1,0,Yes,1
26,109934,17257,5,4,Yes,0
43,72882,17760,22,3,Yes,0
44,149069,23525,2,0,Yes,0
45,72204,2234,35,4,Yes,0
19,75415,18400,10,3,Yes,0
43,81824,32107,18,1,Yes,0
43,29228,22737,15,2,Yes,0
47,59574,46819,21,2,Yes,0
49,148156,39930,20,3,No,1
40,48981,34033,31,4,Yes,0
62,143723,26898,13,0,Yes,0
20,127418,4274,0,3,Yes,0
43,123038,12377,27,0,Yes,0
38,24830,31280,19,3,Yes,0
55,82303,38800,38,3,Yes,0
34,52499,4709,6,3,Yes,0
43,71369,43230,19,4,Yes,0
63,52177,25497,15,0,Yes,0
61,90603,26236,8,2,Yes,0
23,33500,19927,29,2,Yes,0
57,57297,30429,26,3,Yes,0
58,94474,6293,11,2,Yes,0
29,95024,16185,23,1,Yes,0
50,106916,8039,36,3,Yes,0
28,22693,43637,36,0,Yes,0
55,59842,6868,28,4,Yes,0
45,35234,47025,19,4,Yes,1
59,126777,46183,27,3,Yes,0
55,104106,46588,18,2,Yes,0
48,57958,1036,14,4,Yes,0
28,124679,30550,17,2,No,1
62,37157,49786,29,3,No,1
47,60761,32261,14,1,Yes,0
27,75833,37230,15,1,Yes,0
59,98038,31737,18,1,Yes,0
31,132616,35890,8,0,Yes,0
30,99164,11760,21,3,No,0
52,139998,27234,10,2,Yes,0
60,145416,41652,4,1,Yes,0
32,87421,23981,0,2,Yes,0
49,20824,39526,25,3,Yes,1
34,136134,24508,25,4,Yes,0
54,89918,46999,22,3,Yes,0
28,102861,43886,26,3,Yes,0
29,76354,40177,16,0,Yes,0
62,130401,4086,5,2,Yes,0
31,34990,29044,26,1,Yes,0
56,63832,19944,21,1,Yes,0
20,75107,25437,18,4,Yes,0
51,97701,49437,26,1,Yes,0
27,20443,17017,9,4,No,1
31,34799,38968,35,2,Yes,1
32,85587,11789,10,4,Yes,0
51,38812,48735,6,0,Yes,1
45,20560,22314,37,4,Yes,0
62,130352,34194,26,1,Yes,0
49,41711,8398,10,1,Yes,0
62,122591,33959,3,4,Yes,0
18,24746,45995,12,0,Yes,1
57,67950,2674,12,3,Yes,0
52,29415,7028,5,2,No,1
33,83472,11040,20,4,Yes,0
45,147616,14155,4,4,Yes,0
48,36442,31964,9,4,Yes,1
30,58665,44860,29,2,Yes,0
30,53055,41971,29,4,Yes,0
18,88340,8017,24,4,No,0
20,72813,45601,6,0,Yes,0
28,58546,32415,28,2,Yes,0
38,144077,2611,36,4,Yes,0
36,145626,13100,12,1,Yes,0
45,121140,10605,0,1,Yes,0
45,23338,39092,37,2,Yes,1
35,41143,32568,30,4,No,1
18,134362,32270,12,2,No,1
53,34281,26525,14,1,Yes,0
56,110216,12227,29,3,Yes,0
27,129920,13321,37,3,Yes,0
41,100879,11223,33,3,Yes,0
36,93638,35558,14,3,Yes,0
36,54837,12465,5,0,Yes,0
28,62029,36597,7,2,Yes,0
55,113899,38438,25,3,Yes,0
61,46819,43231,22,4,Yes,0
36,22775,19456,35,3,Yes,0
29,130189,28712,11,0,Yes,0
38,140580,23415,12,1,Yes,0
50,105971,48405,35,1,Yes,0
32,127680,45828,30,3,Yes,0
32,107745,30727,12,3,Yes,0
48,148099,38459,7,2,Yes,0
58,60934,24385,30,1,Yes,0
43,59369,40137,29,1,No,1
46,145464,19254,30,3,No,0
25,114482,19720,0,0,Yes,0
50,55844,40125,33,0,Yes,0
58,106971,33812,22,2,Yes,0
21,104216,40605,10,0,Yes,0
28,58839,27563,28,0,No,0
62,122261,25967,19,1,Yes,0
31,89180,33559,4,1,No,1
41,139324,15705,29,2,Yes,0
27,29921,29706,7,3,Yes,0
35,84610,42106,13,0,Yes,0
26,142537,11834,15,3,Yes,0
33,91158,16357,4,0,Yes,0
46,120874,37226,17,1,Yes,0
62,20056,20330,34,4,Yes,0
49,146688,42412,16,3,Yes,0
62,65704,14513,35,2,Yes,0
24,74951,33573,35,3,Yes,0
63,145223,14027,36,1,Yes,0
29,143188,32286,25,3,No,1
45,105669,14767,17,2,Yes,0
62,119656,25440,4,3,Yes,0
41,127179,16762,12,2,Yes,0
51,126305,27583,11,1,Yes,0
60,143128,43376,16,1,Yes,0
54,27066,15891,1,3,Yes,1
26,37279,14829,7,3,No,1
29,51645,49555,13,2,Yes,0
50,98287,45540,6,2,Yes,0
42,112890,32856,30,3,Yes,0
58,55645,4656,16,3,Yes,0
55,110073,18910,20,1,No,0
56,23055,4436,38,2,No,1
60,32906,47955,25,2,Yes,1
27,115220,27734,13,3,Yes,0
23,78465,28563,35,0,Yes,0
52,56912,19688,28,3,Yes,0
56,127447,46695,19,2,Yes,0
33,103268,25616,22,2,No,0
40,126664,39036,34,2,Yes,0
32,41996,45957,36,1,Yes,0
30,91975,10940,5,0,Yes,0
49,77757,16470,39,2,Yes,0
64,36498,32384,2,4,No,1
53,99071,8711,30,0,Yes,0
27,68197,29780,22,3,Yes,0
20,27464,24523,2,2,Yes,0
38,49317,45200,35,4,Yes,0
25,48400,47921,4,0,Yes,0
37,79225,13647,24,1,Yes,0
44,123348,49707,37,2,Yes,0
49,22365,46951,27,4,Yes,1
23,125160,38043,0,1,Yes,1
36,87156,10176,11,4,Yes,0
49,113254,48361,38,2,Yes,0
20,56509,24365,9,0,Yes,0
23,81807,16915,34,1,No,0
33,80972,12537,39,1,Yes,0
40,64518,13238,27,0,Yes,0
35,107412,30816,24,3,No,1
49,106818,34606,9,2,Yes,0
26,29471,49063,18,2,Yes,1
55,79314,24538,29,2,Yes,0
40,55447,29239,17,1,No,0
34,149198,31300,18,0,Yes,0
51,108003,21648,10,2,No,0
43,74333,42514,3,1,No,1
62,53439,37417,10,3,Yes,0
64,109110,45052,16,0,Yes,0
48,137907,21405,13,4,Yes,0
49,108281,5318,11,2,Yes,0
32,64436,34043,2,2,No,1
55,136360,17383,13,0,Yes,0
59,121623,32449,30,4,Yes,0
25,36876,39042,0,3,Yes,1
26,92154,37497,33,0,Yes,0
64,76851,4728,1,1,Yes,0
22,91880,2268,16,2,Yes,0
40,40758,6957,3,4,Yes,0
60,149473,46454,1,3,No,1
42,86627,15932,20,3,No,0
50,52675,49971,4,3,Yes,0
33,69629,41364,14,0,Yes,0
28,21067,4590,30,0,Yes,0
55,139982,16264,11,1,No,0
22,149674,47823,37,0,Yes,0
60,103251,42782,24,1,Yes,0
55,131581,19096,7,3,Yes,0
38,74079,36186,24,3,Yes,0
58,43707,11711,8,0,Yes,0
24,125280,49187,36,3,No,1
60,102970,8313,26,3,Yes,0
42,97228,42121,31,2,Yes,0
30,139988,38079,37,0,Yes,0
61,97865,10325,0,2,Yes,0
52,33406,4878,24,1,No,1
34,58374,1653,8,1,Yes,0
45,63826,22941,3,1,No,0
24,83427,24434,30,0,No,0
21,108222,14336,10,4,Yes,0
56,73177,36862,31,2,Yes,0
45,148471,25715,23,0,No,0
52,79021,23026,20,2,Yes,0
60,111080,18283,31,0,Yes,0
57,105350,20450,20,2,Yes,0
20,116213,32174,26,0,Yes,0
59,144913,30114,37,2,Yes,0
45,60178,42534,13,1,Yes,0
62,111665,2926,30,1,Yes,0
30,91939,26602,15,4,Yes,0
19,110360,20216,36,1,Yes,0
52,44288,27761,28,3,Yes,0
62,112254,47827,26,2,Yes,0
18,99027,28768,22,3,Yes,0
57,72284,32433,38,2,Yes,0
32,142621,8198,11,2,Yes,0
18,148842,40727,34,1,Yes,0
59,79799,36344,36,3,Yes,0
26,38296,5858,30,2,No,1
46,144467,3163,11,1,Yes,0
45,71458,25218,15,0,Yes,0
21,102979,22555,2,1,No,0
55,21924,13526,22,2,Yes,0
40,118892,14570,4,4,No,0
31,84514,15726,2,0,No,0
43,83038,47647,1,4,Yes,1
22,92805,40377,18,0,Yes,0
25,100983,13215,21,3,Yes,0
64,109521,35870,34,4,Yes,0
35,59776,4857,12,3,No,0
33,88475,23152,11,3,Yes,0
34,81365,37814,26,0,Yes,0
61,84471,49120,20,1,Yes,0
31,139247,44794,6,2,Yes,0
21,53362,15244,30,3,No,0
25,31573,19361,35,1,Yes,0
18,30110,43967,34,0,Yes,1
26,44561,39598,30,2,Yes,0
60,60658,41584,12,2,Yes,0
44,70391,25916,17,2,No,0
50,117375,19837,35,2,Yes,0
38,83308,29430,7,3,Yes,0
52,88711,40127,2,4,Yes,0
56,147819,10999,39,2,No,0
33,56007,3747,0,1,No,1
30,132025,25489,7,2,Yes,0
46,147825,4301,29,3,Yes,0
29,47967,30055,12,2,Yes,0
19,72300,16489,33,2,Yes,0
61,48460,46063,34,0,Yes,0
34,107212,40729,18,3,Yes,0
35,117356,15034,16,4,Yes,0
27,32211,6320,34,1,Yes,0
57,120153,30272,36,0,No,1
26,144078,19460,0,0,Yes,0
57,91520,13339,17,3,Yes,0
32,138643,18091,9,1,Yes,0
29,27222,36754,2,0,Yes,1
19,137729,40878,30,1,Yes,0
46,20704,25193,16,1,Yes,0
27,44154,6717,3,1,Yes,0
45,107342,30763,37,4,Yes,0
39,96292,23555,9,3,Yes,0
58,66764,9272,1,2,Yes,0
37,114409,40612,12,4,Yes,0
57,37323,9818,10,3,Yes,0
33,62287,19354,12,3,Yes,0
56,102016,36159,10,1,Yes,0
64,88304,26966,25,3,Yes,0
56,147192,13937,4,4,Yes,0
40,28816,10495,1,2,Yes,1
46,29777,48150,26,4,Yes,1
40,75872,28992,14,3,Yes,0
47,147365,17447,10,4,Yes,0
21,84591,24139,4,0,No,0
35,64415,46420,30,0,Yes,0
52,31929,49534,13,3,No,1
40,140092,21388,13,0,Yes,0
41,36630,31723,39,3,Yes,1
61,131193,13458,7,3,Yes,0
53,126087,37094,2,4,Yes,0
20,53709,11165,39,0,Yes,0
45,20868,40465,31,1,No,1
63,115193,7577,14,2,No,0
48,41534,16582,20,2,Yes,0
37,56558,27504,19,3,Yes,0
22,109233,30485,32,1,Yes,0
18,147463,39557,5,2,Yes,0
41,126081,5588,28,1,Yes,0
52,20987,25838,28,0,No,1
35,44276,12108,16,4,Yes,0
30,96281,40222,20,2,Yes,0
20,116707,43520,11,2,Yes,0
62,50924,19499,4,1,Yes,0
60,100989,25776,14,0,Yes,0
38,118869,25752,38,0,Yes,0
64,133183,2546,14,0,Yes,0
59,72452,41449,11,3,Yes,0
61,144034,1688,21,3,Yes,0
41,43437,48449,33,1,Yes,0
23,123700,20875,31,3,Yes,0
36,86134,41880,23,3,Yes,0
52,69932,15878,14,3,Yes,0
60,36995,1637,29,1,Yes,0
32,132650,28839,3,2,Yes,0
63,132175,43458,12,3,Yes,0
45,34021,27201,25,0,Yes,0
50,105192,22302,33,1,Yes,0
36,64858,22627,9,3,Yes,0
23,77417,20844,29,4,Yes,0
52,56679,38964,8,3,Yes,0
39,94420,19755,34,3,Yes,0
26,46844,31132,5,0,Yes,0
46,49991,28410,13,2,No,0
35,61401,2355,36,3,Yes,0
18,112508,28868,20,1,Yes,0
24,64134,31180,17,2,Yes,0
35,45037,46217,14,1,No,1
55,66648,8645,28,0,Yes,0
35,120398,18788,22,4,Yes,0
54,148256,35301,25,3,No,1
27,45322,3944,9,0,Yes,0
19,104793,11120,27,2,Yes,0
20,123995,33333,13,0,Yes,0
50,116578,18338,1,4,Yes,0
26,61120,49192,30,3,Yes,0
37,90047,2713,29,0,No,0
55,26163,11931,35,0,Yes,0
49,100636,18921,2,2,No,0
59,89599,19220,1,2,Yes,0
31,131558,10820,28,1,Yes,0
57,120414,6950,0,0,No,1
53,88149,45854,29,1,No,0
20,83176,11966,14,1,No,0
24,24001,44501,17,0,Yes,1
18,142848,10157,23,2,Yes,0
34,58677,38117,18,3,Yes,0
45,95008,8973,13,0,Yes,0
27,58034,21748,35,0,Yes,0
43,36473,3002,2,1,Yes,0
62,44911,2573,29,1,Yes,0
32,118204,48159,12,3,Yes,0
32,130261,21709,24,3,Yes,0
39,118575,15088,9,3,Yes,0
48,95446,21519,7,2,Yes,0
